Amount,Country,Currency,MerchantId,CustomerId,HourOfDay,IsFraud
14.53,AU,AUD,m_0381,c_02174,17,false
170.01,AU,AUD,m_0436,c_03189,1,false
22.58,AU,AUD,m_0549,c_01617,12,false
22.20,AU,AUD,m_0381,c_03826,16,false
72.42,CA,CAD,m_0298,c_00412,8,false
50.50,NZ,NZD,m_0493,c_03688,16,false
100.87,AU,AUD,m_0705,c_03380,14,false
36.69,GB,GBP,m_0027,c_02574,10,false
34.02,AU,AUD,m_0351,c_01985,12,false
11.48,CA,CAD,m_0540,c_00088,9,false
12.70,NZ,NZD,m_0594,c_01003,2,false
12.10,US,USD,m_0697,c_03368,21,false
42.86,US,USD,m_0092,c_00947,15,false
22.13,AU,AUD,m_0047,c_00173,14,false
31.04,BR,BRL,m_0134,c_02565,11,false
7.04,IN,INR,m_0667,c_01575,9,false
83.99,GB,GBP,m_0357,c_03028,19,false
27.95,GB,GBP,m_0414,c_01200,12,false
31.32,AU,AUD,m_0762,c_00399,17,false
12.48,AU,AUD,m_0782,c_03166,21,false
85.98,AU,AUD,m_0628,c_02584,19,false
56.39,NZ,NZD,m_0789,c_00167,9,false
169.65,AU,AUD,m_0562,c_00075,5,false
14.32,CA,CAD,m_0508,c_02589,23,false
25.89,AU,AUD,m_0113,c_03026,15,false
79.53,US,USD,m_0510,c_03378,10,false
18.07,GB,GBP,m_0112,c_02783,18,false
24.76,AU,AUD,m_0268,c_03799,14,false
25.86,AU,AUD,m_0111,c_00522,15,false
20.15,US,USD,m_0166,c_03223,22,false
19.58,NZ,NZD,m_0501,c_01148,13,false
30.71,GB,GBP,m_0463,c_00491,18,false
9.75,AU,AUD,m_0097,c_03821,23,false
93.40,AU,AUD,m_0272,c_03418,0,false
68.34,AU,AUD,m_0272,c_01076,9,false
33.15,US,USD,m_0699,c_02702,14,false
9.72,US,USD,m_0746,c_01512,8,false
69.10,SG,SGD,m_0225,c_03818,6,false
36.64,AU,AUD,m_0439,c_00554,16,false
22.44,AU,AUD,m_0754,c_00675,14,false
45.24,US,USD,m_0498,c_01153,20,false
5.22,US,USD,m_0004,c_03264,8,false
24.59,AU,AUD,m_0334,c_01447,11,false
67.83,AU,AUD,m_0738,c_00625,23,false
49.12,AU,AUD,m_0369,c_01412,20,false
94.73,AU,AUD,m_0792,c_00580,2,false
37.52,US,USD,m_0654,c_00253,4,false
28.94,IN,INR,m_0014,c_01797,5,false
24.44,AU,AUD,m_0634,c_00868,19,false
29.65,NZ,NZD,m_0482,c_00649,15,false
27.52,IN,INR,m_0739,c_01760,16,false
50.73,GB,GBP,m_0127,c_02379,4,false
103.59,US,USD,m_0724,c_01876,5,false
26.64,AU,AUD,m_0622,c_02501,13,false
101.07,IN,INR,m_0746,c_03074,22,false
8.84,AU,AUD,m_0704,c_01354,6,false
30.89,IN,INR,m_0782,c_00765,12,false
35.59,AU,AUD,m_0568,c_02788,12,false
33.89,AU,AUD,m_0746,c_00393,19,false
24.92,US,USD,m_0162,c_01023,9,false
298.97,IN,INR,m_0513,c_02165,7,false
10.85,GB,GBP,m_0074,c_00452,7,false
8.58,GB,GBP,m_0558,c_03724,16,false
28.01,AU,AUD,m_0594,c_03292,14,false
122.86,NZ,NZD,m_0407,c_00156,13,false
217.29,RU,RUB,m_0319,c_03535,11,false
23.28,GB,GBP,m_0108,c_02615,14,false
28.38,BR,BRL,m_0045,c_03914,8,false
52.77,US,USD,m_0492,c_03459,14,false
44.00,BR,BRL,m_0727,c_02520,11,false
26.48,GB,GBP,m_0544,c_01621,15,false
2.68,RU,RUB,m_0096,c_03125,17,false
144.29,GB,GBP,m_0043,c_01813,13,false
20.71,AU,AUD,m_0085,c_03783,16,false
97.19,AU,AUD,m_0159,c_00108,18,false
6.75,CA,CAD,m_0408,c_03261,11,false
66.61,AU,AUD,m_0335,c_03657,22,false
15.84,NZ,NZD,m_0065,c_00947,7,false
61.31,AU,AUD,m_0157,c_02442,11,false
61.84,AU,AUD,m_0179,c_03949,19,false
193.26,AU,AUD,m_0693,c_01020,22,false
54.01,IN,INR,m_0299,c_00962,14,false
36.01,US,USD,m_0275,c_01862,18,false
57.70,SG,SGD,m_0755,c_01105,7,false
82.82,US,USD,m_0248,c_01959,17,false
159.74,GB,GBP,m_0287,c_03407,9,false
40.95,US,USD,m_0760,c_02048,9,false
16.61,AU,AUD,m_0098,c_02582,11,false
20.98,SG,SGD,m_0595,c_01723,15,false
17.93,AU,AUD,m_0633,c_02774,10,false
49.58,SG,SGD,m_0393,c_00224,11,false
2.45,RU,RUB,m_0779,c_01583,7,false
36.64,AU,AUD,m_0054,c_03704,13,false
17.16,AU,AUD,m_0708,c_01839,10,false
64.45,NZ,NZD,m_0113,c_02473,21,false
9.44,AU,AUD,m_0012,c_00024,20,false
27.56,CA,CAD,m_0162,c_03288,14,false
23.98,US,USD,m_0443,c_00978,21,false
79.80,AU,AUD,m_0722,c_00761,1,false
28.28,ZA,ZAR,m_0335,c_03042,15,false
32.95,US,USD,m_0457,c_01804,2,false
23.83,AU,AUD,m_0088,c_02042,16,false
52.85,NZ,NZD,m_0711,c_03246,23,false
218.14,US,USD,m_0476,c_03867,17,false
19.58,IN,INR,m_0732,c_00473,4,false
7.39,IN,INR,m_0325,c_03547,10,false
137.97,AU,AUD,m_0513,c_01277,21,false
130.24,AU,AUD,m_0455,c_00305,12,false
25.87,SG,SGD,m_0588,c_03651,6,false
26.43,IN,INR,m_0556,c_01442,9,false
8.29,AU,AUD,m_0666,c_03257,10,false
4.38,IN,INR,m_0397,c_00428,9,false
53.10,US,USD,m_0093,c_02723,22,false
28.91,AU,AUD,m_0482,c_02405,14,false
59.89,AU,AUD,m_0666,c_03809,21,false
138.65,IN,INR,m_0727,c_03664,6,false
85.57,NG,NGN,m_0126,c_01726,6,false
113.56,CA,CAD,m_0725,c_03451,19,false
146.81,IN,INR,m_0148,c_01126,15,false
23.75,AU,AUD,m_0660,c_01743,0,false
50.98,US,USD,m_0357,c_00401,4,false
23.74,AU,AUD,m_0433,c_01602,20,false
59.43,CA,CAD,m_0333,c_00772,13,false
18.94,BR,BRL,m_0595,c_03247,8,false
50.23,CA,CAD,m_0106,c_00394,13,false
97.75,RU,RUB,m_0230,c_02630,0,false
56.56,NZ,NZD,m_0776,c_02801,6,false
9.82,GB,GBP,m_0701,c_03070,18,false
54.34,AU,AUD,m_0540,c_00932,21,false
71.02,IN,INR,m_0501,c_01256,13,false
42.44,AU,AUD,m_0669,c_03509,19,false
33.29,CA,CAD,m_0681,c_01748,10,false
196.20,SG,SGD,m_0079,c_02727,12,false
40.73,CA,CAD,m_0005,c_03257,13,false
45.71,AU,AUD,m_0637,c_01630,8,false
39.05,AU,AUD,m_0368,c_00693,18,false
34.21,CA,CAD,m_0614,c_01435,0,false
22.66,US,USD,m_0748,c_00628,16,false
85.11,US,USD,m_0621,c_02602,18,false
107.72,US,USD,m_0612,c_01419,10,false
31.24,IN,INR,m_0182,c_03030,23,false
51.51,IN,INR,m_0754,c_03053,17,false
45.89,CA,CAD,m_0154,c_03933,10,false
13.67,BR,BRL,m_0568,c_00609,11,false
108.72,US,USD,m_0707,c_02902,22,false
11.78,AU,AUD,m_0127,c_01740,23,false
98.75,AU,AUD,m_0195,c_01144,0,false
31.62,NZ,NZD,m_0324,c_02665,12,false
83.10,IN,INR,m_0104,c_02770,21,false
41.81,US,USD,m_0633,c_02904,10,false
205.95,AU,AUD,m_0581,c_00557,8,false
75.03,AU,AUD,m_0003,c_03537,5,false
191.63,GB,GBP,m_0507,c_02490,23,false
10.02,AU,AUD,m_0187,c_02002,21,false
21.80,US,USD,m_0642,c_00408,20,false
23.51,IN,INR,m_0088,c_00981,11,false
9.16,IN,INR,m_0213,c_00208,19,false
105.89,AU,AUD,m_0046,c_00730,5,false
79.79,US,USD,m_0729,c_02998,2,false
31.93,AU,AUD,m_0234,c_03507,7,false
232.80,CA,CAD,m_0061,c_03855,23,false
3.90,US,USD,m_0108,c_01019,22,false
36.90,RU,RUB,m_0532,c_00841,16,false
15.43,AU,AUD,m_0759,c_02269,3,false
28.60,AU,AUD,m_0611,c_00857,21,false
12.39,GB,GBP,m_0557,c_01236,16,false
7.89,US,USD,m_0554,c_00013,7,false
16.74,RU,RUB,m_0237,c_02228,20,false
25.59,AU,AUD,m_0589,c_01092,13,false
41.30,US,USD,m_0500,c_03615,16,false
37.18,IN,INR,m_0684,c_00510,10,false
37.26,GB,GBP,m_0060,c_03302,14,false
31.93,US,USD,m_0349,c_02112,11,false
72.82,US,USD,m_0789,c_01208,3,false
8.77,NZ,NZD,m_0391,c_01684,9,false
114.17,AU,AUD,m_0219,c_03136,23,false
21.10,ZA,ZAR,m_0341,c_01381,4,false
31.31,AU,AUD,m_0059,c_00944,19,false
51.16,RU,RUB,m_0498,c_02344,12,false
25.68,US,USD,m_0053,c_03671,7,false
20.23,US,USD,m_0187,c_03393,23,false
9.88,US,USD,m_0151,c_01476,1,false
2.47,AU,AUD,m_0621,c_00099,19,false
33.07,US,USD,m_0640,c_02604,3,false
101.84,IN,INR,m_0489,c_02248,8,false
289.30,AU,AUD,m_0583,c_02476,0,false
16.85,SG,SGD,m_0766,c_01078,21,false
41.35,NG,NGN,m_0714,c_02947,20,false
23.65,NZ,NZD,m_0035,c_03973,11,false
62.48,NG,NGN,m_0379,c_03782,10,false
19.44,US,USD,m_0578,c_03224,0,false
41.23,US,USD,m_0616,c_03016,14,false
45.35,BR,BRL,m_0264,c_03540,12,false
30.42,AU,AUD,m_0397,c_02581,6,false
21.32,SG,SGD,m_0444,c_01472,8,false
21.02,RU,RUB,m_0039,c_00093,13,false
67.43,SG,SGD,m_0395,c_02165,16,false
30.76,NG,NGN,m_0175,c_01480,8,true
27.44,IN,INR,m_0289,c_01624,11,false
77.38,US,USD,m_0544,c_00162,12,false
45.69,NZ,NZD,m_0115,c_00699,17,false
23.63,SG,SGD,m_0674,c_01528,19,false
7.65,AU,AUD,m_0023,c_01799,14,false
62.56,AU,AUD,m_0493,c_03889,13,false
16.72,AU,AUD,m_0796,c_03371,1,false
19.50,US,USD,m_0167,c_01484,9,false
41.44,US,USD,m_0285,c_01556,13,false
17.87,CA,CAD,m_0778,c_00738,18,false
181.26,BR,BRL,m_0521,c_03665,11,false
208.42,AU,AUD,m_0786,c_02020,8,false
16.32,NZ,NZD,m_0767,c_02937,23,false
63.81,NZ,NZD,m_0307,c_03979,22,false
20.19,ZA,ZAR,m_0589,c_02706,9,false
46.92,CA,CAD,m_0241,c_03613,15,false
53.09,NZ,NZD,m_0574,c_00075,23,false
27.19,AU,AUD,m_0690,c_03300,19,false
11.73,IN,INR,m_0464,c_02176,12,false
35.67,IN,INR,m_0103,c_03503,18,false
26.98,AU,AUD,m_0314,c_01809,16,false
15.83,US,USD,m_0709,c_02502,0,false
45.74,US,USD,m_0591,c_02695,14,false
78.96,US,USD,m_0016,c_02175,23,false
17.84,IN,INR,m_0027,c_02574,10,false
30.68,NZ,NZD,m_0606,c_02672,20,false
61.99,IN,INR,m_0493,c_03755,23,false
136.41,AU,AUD,m_0057,c_00553,23,false
63.45,US,USD,m_0633,c_01156,2,false
19.84,US,USD,m_0136,c_01517,14,false
20.14,US,USD,m_0765,c_02252,2,false
335.09,AU,AUD,m_0400,c_03860,16,false
93.91,US,USD,m_0707,c_01113,14,false
48.41,ZA,ZAR,m_0800,c_00041,7,false
48.98,BR,BRL,m_0641,c_02895,17,false
40.09,US,USD,m_0570,c_02040,17,false
26.65,BR,BRL,m_0437,c_03347,19,false
77.01,BR,BRL,m_0652,c_00768,6,false
68.71,IN,INR,m_0657,c_03705,11,false
27.25,GB,GBP,m_0618,c_03404,16,false
50.24,US,USD,m_0800,c_01913,22,false
42.22,AU,AUD,m_0578,c_00265,13,false
98.52,BR,BRL,m_0023,c_03501,14,false
26.92,AU,AUD,m_0037,c_00406,14,false
33.81,US,USD,m_0492,c_02560,9,false
9.46,US,USD,m_0065,c_00806,17,false
14.39,AU,AUD,m_0492,c_01228,21,false
75.21,AU,AUD,m_0101,c_02262,8,false
27.52,IN,INR,m_0661,c_02844,10,false
31.12,AU,AUD,m_0160,c_02267,4,false
119.22,AU,AUD,m_0605,c_01430,14,false
25.84,IN,INR,m_0618,c_03900,2,false
97.64,US,USD,m_0223,c_02351,11,false
248.26,AU,AUD,m_0494,c_01464,20,false
21.05,IN,INR,m_0543,c_02052,11,false
3.02,NZ,NZD,m_0564,c_02581,19,false
66.42,NZ,NZD,m_0140,c_02801,23,false
13.45,US,USD,m_0338,c_01444,22,false
7.55,GB,GBP,m_0671,c_02596,22,false
39.88,US,USD,m_0405,c_03909,11,false
131.06,NZ,NZD,m_0752,c_02090,12,false
35.90,SG,SGD,m_0176,c_03503,6,false
74.89,AU,AUD,m_0510,c_03230,13,false
114.58,AU,AUD,m_0389,c_02888,16,false
14.10,NG,NGN,m_0768,c_01154,11,false
20.10,AU,AUD,m_0145,c_00075,9,false
5.33,NZ,NZD,m_0105,c_02322,21,false
26.13,SG,SGD,m_0255,c_01870,20,false
25.74,BR,BRL,m_0228,c_03279,15,false
21.45,US,USD,m_0678,c_00326,10,false
47.58,US,USD,m_0225,c_01955,6,false
117.47,GB,GBP,m_0196,c_00378,18,false
18.12,US,USD,m_0239,c_00028,16,false
33.49,BR,BRL,m_0219,c_01857,3,false
83.11,AU,AUD,m_0101,c_02706,6,false
3.92,AU,AUD,m_0565,c_02526,22,false
14.77,IN,INR,m_0426,c_00317,9,false
6.59,AU,AUD,m_0413,c_00218,15,false
39.49,IN,INR,m_0256,c_01399,2,false
10.48,AU,AUD,m_0571,c_02914,10,false
284.83,AU,AUD,m_0072,c_02899,7,false
178.91,NG,NGN,m_0060,c_03402,23,false
13.05,GB,GBP,m_0281,c_03264,20,false
20.42,AU,AUD,m_0386,c_00614,14,false
21.44,SG,SGD,m_0411,c_03543,13,false
28.11,US,USD,m_0709,c_02049,20,false
8.14,NZ,NZD,m_0265,c_03604,22,false
61.17,US,USD,m_0119,c_01230,21,false
7.74,AU,AUD,m_0022,c_03880,17,false
10.88,CA,CAD,m_0044,c_02281,16,false
19.04,US,USD,m_0048,c_01076,8,false
611.15,IN,INR,m_0765,c_00563,2,false
34.98,CA,CAD,m_0645,c_00077,23,false
26.66,AU,AUD,m_0127,c_00932,14,false
10.89,US,USD,m_0421,c_02089,7,false
23.34,ZA,ZAR,m_0261,c_00258,11,false
6.16,US,USD,m_0006,c_01824,22,false
53.04,IN,INR,m_0591,c_01935,14,false
22.98,US,USD,m_0700,c_00195,10,false
32.79,US,USD,m_0030,c_03263,9,false
28.03,GB,GBP,m_0776,c_03939,8,false
26.30,AU,AUD,m_0372,c_01871,14,false
28.72,US,USD,m_0047,c_01776,21,false
10.93,AU,AUD,m_0567,c_03112,7,false
12.95,AU,AUD,m_0607,c_03259,19,false
35.66,US,USD,m_0638,c_01988,14,false
315.84,NG,NGN,m_0705,c_00223,13,false
40.32,AU,AUD,m_0354,c_02429,9,false
78.43,AU,AUD,m_0401,c_02421,21,false
3.17,IN,INR,m_0688,c_03172,11,false
35.87,CA,CAD,m_0425,c_00394,12,false
20.66,US,USD,m_0072,c_03482,21,false
30.15,NZ,NZD,m_0736,c_00987,23,false
19.83,US,USD,m_0638,c_00433,14,false
8.18,IN,INR,m_0723,c_01694,23,false
80.95,IN,INR,m_0407,c_03784,4,false
124.12,IN,INR,m_0369,c_00998,21,false
10.64,US,USD,m_0634,c_00607,0,false
8.39,ZA,ZAR,m_0630,c_01099,3,false
103.43,SG,SGD,m_0666,c_03532,12,false
21.91,SG,SGD,m_0652,c_03641,12,false
21.53,AU,AUD,m_0448,c_01596,9,false
123.28,AU,AUD,m_0729,c_03094,1,false
3.14,NG,NGN,m_0441,c_00254,8,false
118.05,SG,SGD,m_0726,c_02186,6,false
235.49,GB,GBP,m_0283,c_02316,23,false
28.70,US,USD,m_0292,c_01158,9,false
31.21,AU,AUD,m_0766,c_02272,8,false
20.93,GB,GBP,m_0467,c_01743,11,false
613.56,AU,AUD,m_0049,c_01314,21,false
134.92,AU,AUD,m_0494,c_00860,13,false
21.96,AU,AUD,m_0315,c_00100,16,false
22.43,US,USD,m_0168,c_01411,23,false
20.27,US,USD,m_0370,c_00299,17,false
39.35,AU,AUD,m_0259,c_01918,11,false
65.41,CA,CAD,m_0737,c_01481,6,false
25.36,IN,INR,m_0526,c_00101,10,false
23.95,AU,AUD,m_0004,c_02018,20,false
88.60,US,USD,m_0222,c_03286,1,false
146.88,NZ,NZD,m_0392,c_02301,21,false
47.66,AU,AUD,m_0627,c_00832,16,false
29.28,AU,AUD,m_0376,c_01691,9,false
43.29,SG,SGD,m_0489,c_00841,7,false
14.33,AU,AUD,m_0072,c_02325,17,false
113.85,US,USD,m_0305,c_00851,23,false
102.68,GB,GBP,m_0757,c_03968,13,false
109.64,NG,NGN,m_0377,c_00130,10,false
10.82,ZA,ZAR,m_0719,c_00954,3,false
8.43,US,USD,m_0800,c_00935,15,false
68.96,AU,AUD,m_0160,c_03320,13,false
6.81,AU,AUD,m_0778,c_00981,19,false
51.07,AU,AUD,m_0626,c_02975,9,false
93.59,AU,AUD,m_0318,c_01005,21,false
6.84,US,USD,m_0311,c_01915,17,false
30.53,AU,AUD,m_0476,c_01289,11,false
31.41,US,USD,m_0516,c_00119,15,false
30.72,SG,SGD,m_0207,c_00778,7,false
33.11,CA,CAD,m_0302,c_01902,11,false
6.99,US,USD,m_0406,c_00568,20,false
11.74,GB,GBP,m_0193,c_01654,23,false
2.74,GB,GBP,m_0070,c_03602,19,false
159.77,US,USD,m_0409,c_03497,21,false
16.49,US,USD,m_0499,c_02409,7,false
36.06,GB,GBP,m_0024,c_01730,17,false
68.63,US,USD,m_0293,c_00414,19,false
10.81,US,USD,m_0223,c_00506,9,false
55.74,AU,AUD,m_0355,c_03626,22,false
143.00,US,USD,m_0046,c_03868,18,false
16.70,AU,AUD,m_0326,c_02209,21,false
26.29,IN,INR,m_0062,c_00749,15,false
116.62,NZ,NZD,m_0656,c_02482,14,false
61.97,GB,GBP,m_0544,c_02043,9,false
103.78,AU,AUD,m_0723,c_03777,2,false
68.23,AU,AUD,m_0024,c_01177,23,false
23.04,US,USD,m_0647,c_03007,12,false
12.53,AU,AUD,m_0490,c_02739,10,false
15.55,AU,AUD,m_0202,c_03421,7,false
27.62,SG,SGD,m_0632,c_01957,22,false
61.29,US,USD,m_0534,c_01124,23,false
7.04,IN,INR,m_0453,c_01840,8,false
46.01,GB,GBP,m_0438,c_01405,14,false
39.83,AU,AUD,m_0270,c_01369,7,false
138.06,US,USD,m_0622,c_00225,18,false
8.12,GB,GBP,m_0025,c_00406,19,false
173.66,AU,AUD,m_0735,c_03786,16,false
68.32,GB,GBP,m_0631,c_00553,12,false
88.50,US,USD,m_0259,c_01734,19,false
15.13,AU,AUD,m_0089,c_00248,15,false
17.59,US,USD,m_0573,c_03744,9,false
30.35,BR,BRL,m_0421,c_00597,7,false
11.55,AU,AUD,m_0748,c_00317,9,false
28.26,IN,INR,m_0600,c_03275,6,false
10.83,CA,CAD,m_0086,c_00027,22,false
49.06,US,USD,m_0319,c_03832,14,false
251.25,AU,AUD,m_0410,c_00534,8,false
45.03,NZ,NZD,m_0005,c_03733,7,false
36.72,NZ,NZD,m_0564,c_02338,19,false
25.76,GB,GBP,m_0512,c_03170,6,false
57.68,SG,SGD,m_0109,c_00188,4,false
9.05,US,USD,m_0068,c_03542,21,false
30.16,AU,AUD,m_0655,c_00602,0,false
212.89,RU,RUB,m_0252,c_01271,2,false
54.33,CA,CAD,m_0442,c_02760,11,false
32.78,SG,SGD,m_0512,c_03641,2,false
22.06,AU,AUD,m_0161,c_02083,0,false
183.37,US,USD,m_0352,c_01472,23,false
21.29,US,USD,m_0192,c_00244,20,false
93.19,AU,AUD,m_0543,c_03022,21,false
47.00,BR,BRL,m_0675,c_01009,6,false
6.34,NZ,NZD,m_0295,c_00931,21,false
77.17,AU,AUD,m_0696,c_01871,8,false
54.85,IN,INR,m_0290,c_03597,20,false
89.38,IN,INR,m_0133,c_01073,16,false
38.49,NZ,NZD,m_0154,c_03224,3,false
95.15,AU,AUD,m_0420,c_01846,9,false
38.20,IN,INR,m_0587,c_01812,18,false
16.02,AU,AUD,m_0584,c_01015,18,false
13.36,AU,AUD,m_0619,c_01925,14,false
39.74,AU,AUD,m_0578,c_02347,16,false
53.08,SG,SGD,m_0235,c_01084,13,false
20.14,US,USD,m_0151,c_03157,5,false
21.71,AU,AUD,m_0479,c_02834,22,false
19.58,AU,AUD,m_0625,c_02657,8,false
6.96,US,USD,m_0334,c_02537,8,false
6.75,ZA,ZAR,m_0160,c_02143,6,false
4.28,CA,CAD,m_0653,c_00624,13,false
41.30,AU,AUD,m_0508,c_03993,21,false
25.68,CA,CAD,m_0054,c_01998,16,false
47.25,BR,BRL,m_0134,c_01577,23,false
14.10,US,USD,m_0673,c_03578,5,false
7.23,AU,AUD,m_0621,c_02152,3,false
141.63,ZA,ZAR,m_0452,c_02476,7,false
43.37,GB,GBP,m_0196,c_02541,19,false
34.87,SG,SGD,m_0112,c_03321,21,false
73.05,AU,AUD,m_0520,c_03746,7,false
73.90,AU,AUD,m_0104,c_01718,6,false
124.93,AU,AUD,m_0170,c_01973,8,false
83.33,SG,SGD,m_0102,c_01480,23,false
88.16,AU,AUD,m_0457,c_02352,19,false
46.79,CA,CAD,m_0507,c_01350,13,false
371.66,AU,AUD,m_0646,c_00208,14,false
68.24,AU,AUD,m_0679,c_02502,13,false
67.33,SG,SGD,m_0476,c_00232,21,false
292.10,GB,GBP,m_0526,c_03677,1,false
22.88,CA,CAD,m_0717,c_00012,18,false
43.10,US,USD,m_0175,c_02991,7,false
142.28,IN,INR,m_0510,c_01176,20,false
31.45,CA,CAD,m_0693,c_02503,17,false
58.05,AU,AUD,m_0685,c_01066,7,false
29.53,US,USD,m_0456,c_01332,6,false
88.01,AU,AUD,m_0258,c_02680,8,false
68.89,CA,CAD,m_0385,c_02703,18,false
51.04,GB,GBP,m_0285,c_00026,17,false
80.36,US,USD,m_0364,c_01846,0,false
74.02,GB,GBP,m_0663,c_01822,9,false
58.22,AU,AUD,m_0197,c_00368,0,false
3.44,AU,AUD,m_0593,c_00432,14,false
228.49,US,USD,m_0635,c_01672,10,false
11.62,GB,GBP,m_0738,c_01364,6,false
24.67,AU,AUD,m_0002,c_00760,10,false
86.24,US,USD,m_0380,c_01718,16,false
7.01,NZ,NZD,m_0603,c_02634,7,false
161.24,AU,AUD,m_0444,c_02129,9,false
15.15,AU,AUD,m_0305,c_03651,21,false
9.18,US,USD,m_0101,c_03432,15,false
15.41,AU,AUD,m_0226,c_03426,23,false
104.81,AU,AUD,m_0072,c_02601,17,false
25.67,US,USD,m_0665,c_01548,18,false
29.86,AU,AUD,m_0619,c_00224,15,false
79.53,AU,AUD,m_0673,c_03441,16,false
28.35,US,USD,m_0208,c_00426,19,false
16.83,BR,BRL,m_0563,c_01890,9,false
31.97,AU,AUD,m_0524,c_00897,18,false
79.40,NZ,NZD,m_0553,c_02083,18,false
32.40,GB,GBP,m_0402,c_02204,5,false
54.10,US,USD,m_0013,c_03575,1,false
3.69,AU,AUD,m_0605,c_01454,14,false
44.25,BR,BRL,m_0156,c_02978,22,false
9.43,AU,AUD,m_0535,c_03962,20,false
99.51,BR,BRL,m_0316,c_03843,23,false
27.02,CA,CAD,m_0461,c_00327,7,false
138.21,US,USD,m_0680,c_03319,11,false
59.14,US,USD,m_0242,c_01922,19,false
8.46,US,USD,m_0451,c_02434,13,false
65.99,AU,AUD,m_0789,c_01422,9,false
132.15,AU,AUD,m_0632,c_01045,12,false
58.14,US,USD,m_0721,c_02564,22,false
92.55,SG,SGD,m_0639,c_02051,9,false
23.16,GB,GBP,m_0536,c_00298,22,false
226.96,IN,INR,m_0399,c_00394,20,false
40.49,AU,AUD,m_0481,c_00206,3,false
10.25,NZ,NZD,m_0568,c_00630,8,false
55.43,AU,AUD,m_0729,c_02803,16,false
18.32,NZ,NZD,m_0035,c_00945,9,false
50.97,US,USD,m_0626,c_01245,8,false
124.08,AU,AUD,m_0277,c_02416,4,false
37.93,US,USD,m_0078,c_02454,14,false
11.24,AU,AUD,m_0238,c_00870,23,false
53.07,AU,AUD,m_0498,c_02857,21,false
33.58,AU,AUD,m_0170,c_01732,19,false
51.81,GB,GBP,m_0271,c_00814,14,false
12.73,CA,CAD,m_0649,c_00018,17,false
80.36,IN,INR,m_0284,c_03190,18,false
135.61,US,USD,m_0161,c_03710,12,false
17.81,AU,AUD,m_0249,c_00481,23,false
19.95,SG,SGD,m_0226,c_00603,20,false
19.48,AU,AUD,m_0760,c_01977,8,false
82.06,US,USD,m_0383,c_00078,12,false
43.57,AU,AUD,m_0531,c_00700,13,false
4.38,US,USD,m_0532,c_01553,11,false
23.25,US,USD,m_0751,c_03069,7,false
33.83,IN,INR,m_0370,c_03560,19,false
48.44,AU,AUD,m_0377,c_01443,9,false
9.87,AU,AUD,m_0724,c_02722,12,false
18.18,US,USD,m_0087,c_01516,6,false
31.18,BR,BRL,m_0308,c_03142,7,false
19.87,US,USD,m_0714,c_02768,17,false
33.14,AU,AUD,m_0602,c_02201,4,false
33.85,IN,INR,m_0341,c_01017,22,false
8.22,US,USD,m_0181,c_02886,6,false
78.82,GB,GBP,m_0464,c_02818,8,false
13.86,CA,CAD,m_0341,c_00467,13,false
311.13,US,USD,m_0013,c_02219,1,false
50.60,SG,SGD,m_0135,c_02409,21,false
60.06,AU,AUD,m_0077,c_02290,16,false
36.76,AU,AUD,m_0077,c_00152,14,false
24.48,AU,AUD,m_0150,c_03991,15,false
257.70,AU,AUD,m_0508,c_03257,20,false
24.11,AU,AUD,m_0013,c_01476,19,false
47.47,NG,NGN,m_0324,c_02567,7,false
65.70,AU,AUD,m_0560,c_02517,17,false
94.51,AU,AUD,m_0527,c_03112,4,false
40.41,AU,AUD,m_0102,c_01157,23,false
202.60,NG,NGN,m_0251,c_03195,6,false
6.15,US,USD,m_0679,c_02071,17,false
14.46,AU,AUD,m_0138,c_03194,23,false
11.58,US,USD,m_0508,c_03497,23,false
11.05,CA,CAD,m_0733,c_02406,10,false
44.47,US,USD,m_0048,c_03159,12,false
63.54,NG,NGN,m_0385,c_02100,21,false
30.33,AU,AUD,m_0034,c_00270,21,false
12.78,US,USD,m_0108,c_00504,7,false
36.11,GB,GBP,m_0008,c_00890,15,false
36.56,CA,CAD,m_0251,c_03559,20,false
28.49,IN,INR,m_0171,c_00100,18,false
39.08,AU,AUD,m_0465,c_00686,11,false
98.09,BR,BRL,m_0072,c_01883,22,false
9.10,CA,CAD,m_0653,c_00696,15,false
5.81,AU,AUD,m_0033,c_00724,16,false
7.90,AU,AUD,m_0398,c_02524,8,false
73.89,AU,AUD,m_0508,c_00586,16,false
43.51,GB,GBP,m_0713,c_02921,9,false
92.19,US,USD,m_0707,c_02807,7,false
26.94,AU,AUD,m_0115,c_03911,9,false
80.33,AU,AUD,m_0320,c_03454,0,false
23.32,BR,BRL,m_0372,c_02727,9,false
347.41,GB,GBP,m_0454,c_00832,15,false
15.57,CA,CAD,m_0490,c_01268,9,false
15.28,US,USD,m_0577,c_00205,12,false
9.02,GB,GBP,m_0493,c_01139,14,false
23.82,US,USD,m_0720,c_00048,6,false
11.39,AU,AUD,m_0247,c_02656,17,false
10.56,AU,AUD,m_0231,c_02366,6,false
112.16,RU,RUB,m_0524,c_02936,8,false
7.24,AU,AUD,m_0659,c_00661,8,false
19.55,CA,CAD,m_0144,c_00875,0,false
51.95,RU,RUB,m_0561,c_03815,17,false
20.57,AU,AUD,m_0499,c_03137,22,false
30.55,AU,AUD,m_0593,c_03789,5,false
16.72,SG,SGD,m_0401,c_02653,10,false
